volumen,hidrologia,tiempo,turbinado,vertimiento,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,volumen_siguiente,hidrologia_siguiente,tiempo_siguiente,action,reward
2041.86528,0,77,2041.86528,0.0,77485.08659574468,105982.73087603849,5646.612610231015,38066.60193105314,149695.94541732263,26517.8384966437,0.0,2651783.84966437,0.0,253698.870509711,104002.92509238838,1641.4272,1641.4272,0,78,1.0,-2651783.84966437
1641.4272,0,78,1641.4272,0.0,62289.187234042554,108538.97196199423,6193.824760524929,38806.90781559161,153539.70453811076,71099.50671180087,0.0,7109950.671180087,0.0,286928.3984839542,133388.69394584344,277.1193600000001,277.1193600000001,0,79,1.0,-7109950.671180087
277.1193600000001,0,79,277.1193600000001,0.0,10516.177446808513,108987.32106684642,6290.190766913083,38443.79195921555,153721.30379297506,84000.0,25379.833672863257,16013950.101858977,0.0,273617.31491264683,119896.01111967178,1357.71552,1357.71552,1,80,1.0,-16013950.101858977
1357.71552,1,80,1357.71552,0.0,51522.84319148936,105242.78086242783,6685.458508578522,39103.49393240264,151031.73330340898,59402.94754350615,0.0,5940294.754350615,0.0,261957.5240384045,110925.7907349955,2451.31488,2451.31488,1,81,1.0,-5940294.754350615
2451.31488,1,81,2451.31488,0.0,93022.95680851063,106962.96958925872,6647.317372380329,38585.94822061793,152196.235182257,23877.873416914357,0.0,2387787.341691436,0.0,269097.065407682,116900.83022542499,2304.6508799999997,2304.6508799999997,0,82,1.0,-2387787.341691436
2304.6508799999997,0,82,2304.6508799999997,0.0,87457.32382978722,109441.80592289293,7023.564686972331,38278.57388971208,154743.94449957734,28248.148856086525,0.0,2824814.8856086526,0.0,270449.4171854511,115705.47268587374,1469.4825600000001,1469.4825600000001,0,83,1.0,-2824814.8856086526
1469.4825600000001,0,83,1469.4825600000001,0.0,55764.19978723405,113120.30797449667,6989.011034042092,38268.33307111529,158377.65207965404,56115.936524142475,0.0,5611593.652414247,0.0,270257.78839103057,111880.13631137653,1055.79936,1055.79936,2,84,1.0,-5611593.652414247
1055.79936,2,84,1055.79936,0.0,40065.67212765957,114861.06485674516,7118.774618768,38169.509841505685,160149.34931701884,72988.37527201965,0.0,7298837.527201965,0.0,273203.3967166981,113054.04739967923,3712.1414400000003,3712.1414400000003,4,85,1.0,-7298837.527201965
3712.1414400000003,4,85,3712.1414400000003,0.0,140869.0395744681,108814.0523399188,7705.7102233774585,37683.6946294219,154203.45719271817,0.0,0.0,0.0,13285.225082121498,281787.27168506477,127583.8144923466,6691.991040000001,6691.991040000001,4,86,1.0,13285.225082121498
6691.991040000001,4,86,6691.991040000001,0.0,253948.93106382983,107203.76023211188,8001.380225167574,37474.076294960505,152679.21675223997,0.0,0.0,0.0,167971.5901575467,238656.5576585231,85977.34090628312,6304.314240000001,6304.314240000001,3,87,1.0,167971.5901575467
6304.314240000001,3,87,6304.314240000001,0.0,239237.2991489362,112030.51419189482,8130.02420678211,36893.56343253513,157054.10183121206,0.0,0.0,0.0,127739.65637030426,268551.744609844,111497.64277863194,4602.528,4602.528,4,88,1.0,127739.65637030426
4602.528,4,88,4602.528,0.0,174657.59574468088,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,0.0,0.0,0.0,74236.39181654292,255675.38464645194,100421.20392813795,11205.91584,11205.91584,4,89,1.0,74236.39181654292
11205.91584,4,89,6822.144,0.0,258888.0,113773.15843514317,8886.893265367251,35378.65160160347,158038.7033021139,0.0,0.0,0.0,191147.6006286656,225779.1026734483,67740.39937133441,10830.33504,12500.0,4,90,1.0,191147.6006286656
12500.0,4,90,6822.144,2714.1068799999994,258888.0,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,0.0,0.0,0.0,196968.73970167272,219225.39790425813,61919.26029832728,9576.52416,12500.0,4,91,1.0,196968.73970167272
12500.0,4,91,6822.144,2754.3801600000006,258888.0,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,0.0,0.0,0.0,187878.91612456378,233571.2769654367,71009.08387543622,10406.551679999999,12500.0,4,92,1.0,187878.91612456378
12500.0,4,92,6822.144,3584.4076799999984,258888.0,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,0.0,0.0,0.0,189767.12391815227,221775.7034025778,69120.87608184773,11142.835200000001,12500.0,4,93,1.0,189767.12391815227
12500.0,4,93,6822.144,4320.691200000001,258888.0,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,0.0,0.0,0.0,175307.34969227065,237980.92928047938,83580.65030772935,13877.86176,12500.0,4,94,1.0,175307.34969227065
12500.0,4,94,6822.144,7055.7177599999995,258888.0,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,0.0,0.0,0.0,194767.8099032885,218401.94159908968,64120.19009671151,17700.197760000003,12500.0,4,95,1.0,194767.8099032885
12500.0,4,95,6822.144,10878.053760000003,258888.0,116250.076957951,10576.488115249767,35246.9738075989,162073.53888079966,0.0,0.0,0.0,208358.83211172343,212602.70676907623,50529.16788827657,11549.926080000001,12500.0,4,96,1.0,208358.83211172343
12500.0,4,96,6822.144,4727.782080000001,258888.0,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,0.0,0.0,0.0,198501.04942224504,213607.93667352325,60386.950577754964,10052.9856,12500.0,4,97,1.0,198501.04942224504
12500.0,4,97,6822.144,3230.8415999999997,258888.0,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,0.0,0.0,0.0,189021.11236489445,223688.7062817375,69866.88763510555,11267.363520000003,12500.0,4,98,1.0,189021.11236489445
12500.0,4,98,6822.144,4445.219520000002,258888.0,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,0.0,0.0,0.0,166733.0510402872,244507.2585076094,92154.94895971281,6177.30624,11855.16224,4,99,1.0,166733.0510402872
11855.16224,4,99,6822.144,0.0,258888.0,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,0.0,0.0,0.0,185985.6061657361,221902.7259177368,72902.3938342639,12577.4208,12500.0,4,100,1.0,185985.6061657361
12500.0,4,100,6822.144,5110.4390399999975,258888.0,98076.95771169945,11982.5196224322,38137.33284859195,148196.8101827236,0.0,0.0,0.0,185126.23815918408,221958.5720235395,73761.76184081592,6641.55072,12319.406719999999,4,101,1.0,185126.23815918408
